State,YEAR,ENERGY SOURCE,GENERATION (Megawatthours)
Alabama,2001,Coal,144396228.0
Alabama,2001,Hydroelectric,16712764.0
Alabama,2001,Natural Gas,19225364.0
Alabama,2001,Nuclear,60714126.0
Alabama,2001,Other,15624.0
Alabama,2001,Other Biomass,34214.0
Alabama,2001,Other Gases,378294.0
Alabama,2001,Petroleum,869098.0
Alabama,2001,Wood,8344514.0
Alabama,2002,Coal,144083332.0
Alabama,2002,Hydroelectric,17649574.0
Alabama,2002,Natural Gas,31808129.0
Alabama,2002,Nuclear,63713852.0
Alabama,2002,Other,245490.0
Alabama,2002,Other Biomass,36802.0
Alabama,2002,Other Gases,225082.0
Alabama,2002,Petroleum,624097.0
Alabama,2002,Wood,7454988.0
Alabama,2003,Coal,153392784.0
Alabama,2003,Hydroelectric,25329734.0
Alabama,2003,Natural Gas,24487194.0
Alabama,2003,Nuclear,63353906.0
Alabama,2003,Other,51086.0
Alabama,2003,Other Biomass,47952.0
Alabama,2003,Other Gases,340740.0
Alabama,2003,Petroleum,673286.0
Alabama,2003,Wood,7297766.0
Alabama,2004,Coal,149663248.0
Alabama,2004,Hydroelectric,21252446.0
Alabama,2004,Natural Gas,31954041.0
Alabama,2004,Nuclear,63271578.0
Alabama,2004,Other,55832.0
Alabama,2004,Other Biomass,45752.0
Alabama,2004,Other Gases,363874.0
Alabama,2004,Petroleum,590054.0
Alabama,2004,Wood,7512712.0
Alabama,2005,Coal,156256911.0
Alabama,2005,Hydroelectric,20289162.0
Alabama,2005,Natural Gas,27738904.0
Alabama,2005,Nuclear,63388446.0
Alabama,2005,Other,50184.0
Alabama,2005,Other Biomass,32826.0
Alabama,2005,Other Gases,213728.0
Alabama,2005,Petroleum,666220.0
Alabama,2005,Wood,7260773.0
Alabama,2006,Coal,156217336.0
Alabama,2006,Hydroelectric,14503572.0
Alabama,2006,Natural Gas,38814444.0
Alabama,2006,Nuclear,63822192.0
Alabama,2006,Other,41866.0
Alabama,2006,Other Biomass,38906.0
Alabama,2006,Other Gases,262216.0
Alabama,2006,Petroleum,360334.0
Alabama,2006,Wood,7730022.0
Alabama,2007,Coal,155987523.0
Alabama,2007,Hydroelectric,8272226.0
Alabama,2007,Natural Gas,46463550.0
Alabama,2007,Nuclear,68650254.0
Alabama,2007,Other,7166.0
Alabama,2007,Other Biomass,33476.0
Alabama,2007,Other Gases,356736.0
Alabama,2007,Petroleum,313847.0
Alabama,2007,Wood,7567764.0
Alabama,2008,Coal,149209296.0
Alabama,2008,Hydroelectric,12272294.0
Alabama,2008,Natural Gas,44725837.0
Alabama,2008,Nuclear,77985282.0
Alabama,2008,Other,16446.0
Alabama,2008,Other Biomass,67396.0
Alabama,2008,Other Gases,407478.0
Alabama,2008,Petroleum,408527.0
Alabama,2008,Wood,6647233.0
Alabama,2009,Coal,111217446.0
Alabama,2009,Hydroelectric,25070746.0
Alabama,2009,Natural Gas,63234169.0
Alabama,2009,Nuclear,79432408.0
Alabama,2009,Other,748628.0
Alabama,2009,Other Biomass,28964.0
Alabama,2009,Other Gases,269458.0
Alabama,2009,Petroleum,438550.0
Alabama,2009,Wood,6070750.0
Alabama,2010,Coal,126100820.0
Alabama,2010,Hydroelectric,17408508.0
Alabama,2010,Natural Gas,78470034.0
Alabama,2010,Nuclear,75881642.0
Alabama,2010,Other,732894.0
Alabama,2010,Other Biomass,23065.0
Alabama,2010,Other Gases,553450.0
Alabama,2010,Petroleum,399708.0
Alabama,2010,Wood,4730903.0
Alabama,2011,Coal,113614706.08
Alabama,2011,Hydroelectric,17767196.02
Alabama,2011,Natural Gas,95362107.92999999
Alabama,2011,Nuclear,78712244.0
Alabama,2011,Other,765005.76
Alabama,2011,Other Biomass,19796.61
Alabama,2011,Other Gases,583068.2
Alabama,2011,Petroleum,240768.08
Alabama,2011,Wood,5613527.2
Alabama,2012,Coal,91213839.57
Alabama,2012,Hydroelectric,14870446.04
Alabama,2012,Natural Gas,111410000.92999999
Alabama,2012,Nuclear,81682424.0
Alabama,2012,Other,453086.32
Alabama,2012,Other Biomass,15578.14
Alabama,2012,Other Gases,355304.32
Alabama,2012,Petroleum,219166.4
Alabama,2012,Wood,5537529.81
Alabama,2013,Coal,94100967.85
Alabama,2013,Hydroelectric,25798356.02
Alabama,2013,Natural Gas,93172770.51
Alabama,2013,Nuclear,81632270.0
Alabama,2013,Other,6593.46
Alabama,2013,Other Biomass,42380.270000000004
Alabama,2013,Other Gases,535471.14
Alabama,2013,Petroleum,148261.98
Alabama,2013,Wood,5708776.59
Alabama,2014,Coal,94611882.95
Alabama,2014,Hydroelectric,19368348.080000002
Alabama,2014,Natural Gas,96226196.71
Alabama,2014,Nuclear,82487378.0
Alabama,2014,Other,318.29999999999995
Alabama,2014,Other Biomass,24736.3
Alabama,2014,Other Gases,411754.24
Alabama,2014,Petroleum,230034.63999999998
Alabama,2014,Wood,6564476.92
Alabama,2015,Coal,82820858.0
Alabama,2015,Hydroelectric,19723610.0
Alabama,2015,Natural Gas,111688910.0
Alabama,2015,Nuclear,83902764.0
Alabama,2015,Other,0.0
Alabama,2015,Other Biomass,87262.0
Alabama,2015,Other Gases,71726.0
Alabama,2015,Petroleum,168418.0
Alabama,2015,Wood,6491307.0
Alabama,2016,Coal,68516811.0
Alabama,2016,Hydroelectric,13969606.0
Alabama,2016,Natural Gas,115607236.0
Alabama,2016,Nuclear,79803758.0
Alabama,2016,Other,0.0
Alabama,2016,Other Biomass,76218.0
Alabama,2016,Other Gases,48104.0
Alabama,2016,Petroleum,91665.0
Alabama,2016,Solar/Photovoltaic,62522.0
Alabama,2016,Wood,6594270.0
Alabama,2017,Coal,62880803.0
Alabama,2017,Hydroelectric,18474644.0
Alabama,2017,Natural Gas,105967324.0
Alabama,2017,Nuclear,85303946.0
Alabama,2017,Other,8.0
Alabama,2017,Other Biomass,82704.0
Alabama,2017,Other Gases,17660.0
Alabama,2017,Petroleum,71416.0
Alabama,2017,Solar/Photovoltaic,361374.0
Alabama,2017,Wood,6768616.0
Alabama,2018,Coal,63555041.0
Alabama,2018,Hydroelectric,22286280.0
Alabama,2018,Natural Gas,117600838.0
Alabama,2018,Nuclear,78925654.0
Alabama,2018,Other,-96.0
Alabama,2018,Other Biomass,75346.0
Alabama,2018,Other Gases,9610.0
Alabama,2018,Petroleum,131408.0
Alabama,2018,Solar/Photovoltaic,714501.0
Alabama,2018,Wood,6817414.0
Alabama,2019,Coal,53310133.0
Alabama,2019,Hydroelectric,22810430.0
Alabama,2019,Natural Gas,114394740.0
Alabama,2019,Nuclear,87313724.0
Alabama,2019,Other,-116.0
Alabama,2019,Other Biomass,80966.0
Alabama,2019,Other Gases,5320.0
Alabama,2019,Petroleum,39839.0
Alabama,2019,Solar/Photovoltaic,769880.0
Alabama,2019,Wood,6633950.0
Alabama,2020,Coal,43459046.0
Alabama,2020,Hydroelectric,26698272.0
Alabama,2020,Natural Gas,110449993.0
Alabama,2020,Nuclear,87101294.0
Alabama,2020,Other,-86.0
Alabama,2020,Other Biomass,74612.0
Alabama,2020,Other Gases,824.0
Alabama,2020,Petroleum,25691.0
Alabama,2020,Solar/Photovoltaic,737480.0
Alabama,2020,Wood,6538272.0
Alabama,2021,Coal,53813956.0
Alabama,2021,Hydroelectric,25035406.0
Alabama,2021,Natural Gas,107573401.0
Alabama,2021,Nuclear,92072978.0
Alabama,2021,Other,0.0
Alabama,2021,Other Biomass,75764.0
Alabama,2021,Other Gases,2386.0
Alabama,2021,Petroleum,50429.0
Alabama,2021,Solar/Photovoltaic,990747.0
Alabama,2021,Wood,6295194.0
Alabama,2022,Coal,20824607.0
Alabama,2022,Hydroelectric,10985292.0
Alabama,2022,Natural Gas,46135959.0
Alabama,2022,Nuclear,35677716.0
Alabama,2022,Other,0.0
Alabama,2022,Other Biomass,29486.0
Alabama,2022,Other Gases,1970.0
Alabama,2022,Petroleum,14301.0
Alabama,2022,Solar/Photovoltaic,751107.0
Alabama,2022,Wood,2478052.0
Alaska,2001,Coal,1129186.0
Alaska,2001,Hydroelectric,2691328.0
Alaska,2001,Natural Gas,7791136.0
Alaska,2001,Petroleum,1873980.0
Alaska,2001,Wind,1902.0
Alaska,2002,Coal,1150572.0
Alaska,2002,Hydroelectric,2878702.0
Alaska,2002,Natural Gas,7556321.0
Alaska,2002,Other Biomass,22248.0
Alaska,2002,Petroleum,1924740.0
Alaska,2002,Wood,2062.0
Alaska,2003,Coal,1099326.0
Alaska,2003,Hydroelectric,3165074.0
Alaska,2003,Natural Gas,6708966.0
Alaska,2003,Other Biomass,10038.0
Alaska,2003,Petroleum,1692545.0
Alaska,2003,Wood,1522.0
Alaska,2004,Coal,1297958.0
Alaska,2004,Hydroelectric,2996042.0
Alaska,2004,Natural Gas,7246866.0
Alaska,2004,Other Biomass,17664.0
Alaska,2004,Petroleum,1494137.0
Alaska,2004,Wood,776.0
Alaska,2005,Coal,1248635.0
Alaska,2005,Hydroelectric,2927884.0
Alaska,2005,Natural Gas,7447250.0
Alaska,2005,Other Biomass,9746.0
Alaska,2005,Petroleum,1517859.0
Alaska,2005,Wind,1176.0
Alaska,2005,Wood,764.0
Alaska,2006,Coal,1234835.0
Alaska,2006,Hydroelectric,2447218.0
Alaska,2006,Natural Gas,8115458.0
Alaska,2006,Other Biomass,12300.0
Alaska,2006,Petroleum,1535977.0
Alaska,2006,Wind,1574.0
Alaska,2006,Wood,1030.0
Alaska,2007,Coal,1282817.0
Alaska,2007,Hydroelectric,2582446.0
Alaska,2007,Natural Gas,7735078.0
Alaska,2007,Other Biomass,20390.0
Alaska,2007,Petroleum,2019982.0
Alaska,2007,Wind,2020.0
Alaska,2007,Wood,44.0
Alaska,2008,Coal,1235795.0
Alaska,2008,Hydroelectric,2343604.0
Alaska,2008,Natural Gas,8004945.0
Alaska,2008,Other,0.0
Alaska,2008,Other Biomass,9364.0
Alaska,2008,Petroleum,1955829.0
Alaska,2008,Wind,134.0
Alaska,2008,Wood,0.0
Alaska,2009,Coal,1261182.0
Alaska,2009,Hydroelectric,2647488.0
Alaska,2009,Natural Gas,7154804.0
Alaska,2009,Other,0.0
Alaska,2009,Other Biomass,13022.0
Alaska,2009,Petroleum,2313766.0
Alaska,2009,Wind,14056.0
Alaska,2010,Coal,1240888.0
Alaska,2010,Hydroelectric,2866284.0
Alaska,2010,Natural Gas,7500045.0
Alaska,2010,Other,0.0
Alaska,2010,Other Biomass,12608.0
Alaska,2010,Petroleum,1874109.0
Alaska,2010,Wind,25214.0
Alaska,2011,Coal,1312770.56
Alaska,2011,Hydroelectric,2689491.5
Alaska,2011,Natural Gas,7812865.29
Alaska,2011,Other Biomass,6573.12
Alaska,2011,Other Gases,5476.62
Alaska,2011,Petroleum,1889996.71
Alaska,2011,Wind,24891.98
Alaska,2012,Coal,1369918.35
Alaska,2012,Hydroelectric,3150090.02
Alaska,2012,Natural Gas,7212073.87
Alaska,2012,Other,0.0
Alaska,2012,Other Biomass,5130.74
Alaska,2012,Other Gases,5316.92
Alaska,2012,Petroleum,2075523.21
Alaska,2012,Wind,74785.22
Alaska,2013,Coal,1249241.46
Alaska,2013,Hydroelectric,2870958.86
Alaska,2013,Natural Gas,6842010.9
Alaska,2013,Other,-514.02
Alaska,2013,Other Biomass,104063.98
Alaska,2013,Petroleum,1637304.25
Alaska,2013,Wind,290578.02
Alaska,2013,Wood,0.0
Alaska,2014,Coal,1129588.97
Alaska,2014,Hydroelectric,3060631.24
Alaska,2014,Natural Gas,6066676.33
Alaska,2014,Other,54848.340000000004
Alaska,2014,Other Biomass,105138.29
Alaska,2014,Petroleum,1573646.19
Alaska,2014,Wind,307250.5
Alaska,2014,Wood,0.0
Alaska,2015,Coal,1335101.0
Alaska,2015,Hydroelectric,3137856.0
Alaska,2015,Natural Gas,6179424.0
Alaska,2015,Other,-4818.0
Alaska,2015,Other Biomass,109785.0
Alaska,2015,Petroleum,1493132.0
Alaska,2015,Wind,319389.0
Alaska,2015,Wood,0.0
Alaska,2016,Coal,1188275.0
Alaska,2016,Hydroelectric,3318304.0
Alaska,2016,Natural Gas,6080976.0
Alaska,2016,Other,-4784.0
Alaska,2016,Other Biomass,86032.0
Alaska,2016,Petroleum,1662660.0
Alaska,2016,Wind,338600.0
Alaska,2016,Wood,0.0
Alaska,2017,Coal,1111414.0
Alaska,2017,Hydroelectric,3287342.0
Alaska,2017,Natural Gas,6469737.0
Alaska,2017,Other,-5422.0
Alaska,2017,Other Biomass,87126.0
Alaska,2017,Petroleum,1761366.0
Alaska,2017,Wind,283377.0
Alaska,2017,Wood,0.0
Alaska,2018,Coal,1257129.0
Alaska,2018,Hydroelectric,3328449.0
Alaska,2018,Natural Gas,5895805.0
Alaska,2018,Other,-6196.0
Alaska,2018,Other Biomass,90947.0
Alaska,2018,Petroleum,1618556.0
Alaska,2018,Wind,310031.0
Alaska,2018,Wood,0.0
Alaska,2019,Coal,1366110.0
Alaska,2019,Hydroelectric,3246731.0
Alaska,2019,Natural Gas,5373975.0
Alaska,2019,Other,-7806.0
Alaska,2019,Other Biomass,75098.0
Alaska,2019,Petroleum,1802393.0
Alaska,2019,Wind,285183.0
Alaska,2019,Wood,0.0
Alaska,2020,Coal,1443579.0
Alaska,2020,Hydroelectric,3527893.0
Alaska,2020,Natural Gas,5281518.0
Alaska,2020,Other,-6908.0
Alaska,2020,Other Biomass,78131.0
Alaska,2020,Petroleum,1971605.0
Alaska,2020,Wind,257066.0
Alaska,2020,Wood,0.0
Alaska,2021,Coal,1624878.0
Alaska,2021,Hydroelectric,3290349.0
Alaska,2021,Natural Gas,4877281.0
Alaska,2021,Other,-6866.0
Alaska,2021,Other Biomass,76375.0
Alaska,2021,Petroleum,1770904.0
Alaska,2021,Wind,254140.0
Alaska,2021,Wood,0.0
Alaska,2022,Coal,582386.0
Alaska,2022,Hydroelectric,1613042.0
Alaska,2022,Natural Gas,1615149.0
Alaska,2022,Other,-1804.0
Alaska,2022,Other Biomass,33530.0
Alaska,2022,Petroleum,717117.0
Alaska,2022,Solar/Photovoltaic,1268.0
Alaska,2022,Wind,132586.0
Alaska,2022,Wood,0.0
Arizona,2001,Coal,80122988.0
Arizona,2001,Hydroelectric,15247130.0
Arizona,2001,Natural Gas,25744400.0
Arizona,2001,Nuclear,57448152.0
Arizona,2001,Other Biomass,77896.0
Arizona,2001,Petroleum,628412.0
Arizona,2001,Pumped Storage,552588.0
Arizona,2001,Solar/Photovoltaic,978.0
Arizona,2002,Coal,76453260.0
Arizona,2002,Hydroelectric,14854358.0
Arizona,2002,Natural Gas,34586030.0
Arizona,2002,Nuclear,61723822.0
Arizona,2002,Other,175430.0
Arizona,2002,Other Biomass,106688.0
Arizona,2002,Petroleum,114890.0
Arizona,2002,Pumped Storage,247928.0
Arizona,2002,Solar/Photovoltaic,918.0
Arizona,2003,Coal,76182820.0
Arizona,2003,Hydroelectric,14149968.0
Arizona,2003,Natural Gas,37865280.0
Arizona,2003,Nuclear,57162106.0
Arizona,2003,Other,2677190.0
Arizona,2003,Other Biomass,89748.0
Arizona,2003,Petroleum,97356.0
Arizona,2003,Pumped Storage,567180.0
Arizona,2003,Solar/Photovoltaic,790.0
Arizona,2004,Coal,79621112.0
Arizona,2004,Hydroelectric,13946296.0
Arizona,2004,Natural Gas,56529882.0
Arizona,2004,Nuclear,56225218.0
Arizona,2004,Other,2735094.0
Arizona,2004,Other Biomass,87988.0
Arizona,2004,Petroleum,81037.0
Arizona,2004,Pumped Storage,-106880.0
Arizona,2004,Solar/Photovoltaic,8534.0
Arizona,2005,Coal,80287066.0
Arizona,2005,Hydroelectric,12820130.0
Arizona,2005,Natural Gas,57786027.0
Arizona,2005,Nuclear,51614892.0
Arizona,2005,Other Biomass,96707.0
Arizona,2005,Petroleum,86469.0
Arizona,2005,Pumped Storage,214732.0
Arizona,2005,Solar/Photovoltaic,27160.0
Arizona,2005,Wood,24118.0
Arizona,2006,Coal,80885710.0
Arizona,2006,Hydroelectric,13585808.0
Arizona,2006,Natural Gas,65738097.0
Arizona,2006,Nuclear,48024462.0
Arizona,2006,Other Biomass,64385.0
Arizona,2006,Petroleum,146742.0
Arizona,2006,Pumped Storage,297104.0
Arizona,2006,Solar/Photovoltaic,26264.0
Arizona,2006,Wood,16478.0
Arizona,2007,Coal,82550725.0
Arizona,2007,Hydroelectric,13195340.0
Arizona,2007,Natural Gas,76938442.0
Arizona,2007,Nuclear,53564782.0
Arizona,2007,Other Biomass,65977.0
Arizona,2007,Petroleum,98551.0
Arizona,2007,Pumped Storage,250822.0
Arizona,2007,Solar/Photovoltaic,17298.0
Arizona,2008,Coal,87680519.0
Arizona,2008,Hydroelectric,14571806.0
Arizona,2008,Natural Gas,77644860.0
Arizona,2008,Nuclear,58500992.0
Arizona,2008,Other Biomass,45971.0
Arizona,2008,Petroleum,103791.0
Arizona,2008,Pumped Storage,189060.0
Arizona,2008,Solar/Photovoltaic,29448.0
Arizona,2008,Wood,151896.0
Arizona,2009,Coal,79413634.0
Arizona,2009,Hydroelectric,12854692.0
Arizona,2009,Natural Gas,69478339.0
Arizona,2009,Nuclear,61323702.0
Arizona,2009,Other,3136.0
Arizona,2009,Other Biomass,43978.0
Arizona,2009,Petroleum,125397.0
Arizona,2009,Pumped Storage,338960.0
Arizona,2009,Solar/Photovoltaic,28290.0
Arizona,2009,Wind,59090.0
Arizona,2009,Wood,273282.0
Arizona,2010,Coal,87287615.0
Arizona,2010,Hydroelectric,13244322.0
Arizona,2010,Natural Gas,59351883.0
Arizona,2010,Nuclear,62399870.0
Arizona,2010,Other,29484.0
Arizona,2010,Other Biomass,56824.0
Arizona,2010,Petroleum,132868.0
Arizona,2010,Pumped Storage,418060.0
Arizona,2010,Solar/Photovoltaic,31508.0
Arizona,2010,Wind,269832.0
Arizona,2010,Wood,279652.0
Arizona,2011,Coal,87404593.38
Arizona,2011,Hydroelectric,18348184.02
Arizona,2011,Natural Gas,46505399.230000004
Arizona,2011,Nuclear,62555726.0
Arizona,2011,Other,29509.04
Arizona,2011,Other Biomass,93667.19
Arizona,2011,Petroleum,106490.57
Arizona,2011,Pumped Storage,242038.0
Arizona,2011,Solar/Photovoltaic,166697.58000000002
Arizona,2011,Wind,511158.02
Arizona,2011,Wood,287251.0
Arizona,2012,Coal,80231329.44
Arizona,2012,Hydroelectric,13433868.04
Arizona,2012,Natural Gas,60590021.01
Arizona,2012,Nuclear,63867832.0
Arizona,2012,Other,48917.98
Arizona,2012,Other Biomass,107743.99
Arizona,2012,Petroleum,83823.86
Arizona,2012,Pumped Storage,158890.0
Arizona,2012,Solar/Photovoltaic,1910886.67
Arizona,2012,Wind,1063279.8
Arizona,2012,Wood,313394.6
Arizona,2013,Coal,86984751.66
Arizona,2013,Hydroelectric,11829316.0
Arizona,2013,Natural Gas,59369262.61
Arizona,2013,Nuclear,62862160.0
Arizona,2013,Other,6722.9400000000005
Arizona,2013,Other Biomass,138267.13
Arizona,2013,Petroleum,85929.56
Arizona,2013,Pumped Storage,48542.0
Arizona,2013,Solar/Photovoltaic,4222877.29
Arizona,2013,Wind,899528.0
Arizona,2013,Wood,204615.16
Arizona,2014,Coal,85330304.76
Arizona,2014,Hydroelectric,12325710.08
Arizona,2014,Natural Gas,54693535.62
Arizona,2014,Nuclear,64641834.0
Arizona,2014,Other,0.0
Arizona,2014,Other Biomass,138088.82
Arizona,2014,Petroleum,114123.31
Arizona,2014,Pumped Storage,27784.0
Arizona,2014,Solar/Photovoltaic,6202850.8
Arizona,2014,Wind,944940.4199999999
Arizona,2014,Wood,339380.46
Arizona,2015,Coal,72334338.0
Arizona,2015,Hydroelectric,13071442.0
Arizona,2015,Natural Gas,67314205.0
Arizona,2015,Nuclear,65051190.0
Arizona,2015,Other Biomass,99287.0
Arizona,2015,Petroleum,96235.0
Arizona,2015,Pumped Storage,146140.0
Arizona,2015,Solar/Photovoltaic,6913219.0
Arizona,2015,Wind,904074.0
Arizona,2015,Wood,353970.0
Arizona,2016,Coal,60806786.0
Arizona,2016,Hydroelectric,14335524.0
Arizona,2016,Natural Gas,68365619.0
Arizona,2016,Nuclear,64754954.0
Arizona,2016,Other Biomass,76482.0
Arizona,2016,Petroleum,103191.0
Arizona,2016,Pumped Storage,117260.0
Arizona,2016,Solar/Photovoltaic,7531647.0
Arizona,2016,Wind,1083166.0
Arizona,2016,Wood,352270.0
Arizona,2017,Coal,62792278.0
Arizona,2017,Hydroelectric,13663782.0
Arizona,2017,Natural Gas,59181397.0
Arizona,2017,Nuclear,64680276.0
Arizona,2017,Other,-2372.0
Arizona,2017,Other Biomass,77462.0
Arizona,2017,Petroleum,113461.0
Arizona,2017,Pumped Storage,-91660.0
Arizona,2017,Solar/Photovoltaic,9884002.0
Arizona,2017,Wind,1139870.0
Arizona,2017,Wood,265042.0
Arizona,2018,Coal,61489246.0
Arizona,2018,Hydroelectric,13964484.0
Arizona,2018,Natural Gas,74336149.0
Arizona,2018,Nuclear,62194518.0
Arizona,2018,Other,-5072.0
Arizona,2018,Other Biomass,74750.0
Arizona,2018,Petroleum,99891.0
Arizona,2018,Pumped Storage,-9052.0
Arizona,2018,Solar/Photovoltaic,10280752.0
Arizona,2018,Wind,1060376.0
Arizona,2018,Wood,364240.0
Arizona,2019,Coal,46435946.0
Arizona,2019,Hydroelectric,12408878.0
Arizona,2019,Natural Gas,92168732.0
Arizona,2019,Nuclear,63840736.0
Arizona,2019,Other,-8884.0
Arizona,2019,Other Biomass,61332.0
Arizona,2019,Petroleum,127496.0
Arizona,2019,Pumped Storage,4946.0
Arizona,2019,Solar/Photovoltaic,10556035.0
Arizona,2019,Wind,1108752.0
Arizona,2019,Wood,400004.0
Arizona,2020,Coal,27494508.0
Arizona,2020,Hydroelectric,12847202.0
Arizona,2020,Natural Gas,101555138.0
Arizona,2020,Nuclear,63104866.0
Arizona,2020,Other,-5788.0
Arizona,2020,Other Biomass,43256.0
Arizona,2020,Petroleum,80811.0
Arizona,2020,Pumped Storage,124502.0
Arizona,2020,Solar/Photovoltaic,11674889.0
Arizona,2020,Wind,1288320.0
Arizona,2020,Wood,402414.0
Arizona,2021,Coal,28601150.0
Arizona,2021,Hydroelectric,11634890.0
Arizona,2021,Natural Gas,96372948.0
Arizona,2021,Nuclear,63259724.0
Arizona,2021,Other,-14426.0
Arizona,2021,Other Biomass,43590.0
Arizona,2021,Petroleum,87015.0
Arizona,2021,Pumped Storage,181790.0
Arizona,2021,Solar/Photovoltaic,13372038.0
Arizona,2021,Wind,3200638.0
Arizona,2021,Wood,477714.0
Arizona,2022,Coal,8275606.0
Arizona,2022,Hydroelectric,4923112.0
Arizona,2022,Natural Gas,29573449.0
Arizona,2022,Nuclear,25578152.0
Arizona,2022,Other,-8244.0
Arizona,2022,Other Biomass,17016.0
Arizona,2022,Petroleum,23299.0
Arizona,2022,Pumped Storage,-18244.0
Arizona,2022,Solar/Photovoltaic,5906325.0
Arizona,2022,Wind,1566910.0
Arizona,2022,Wood,160008.0
Arkansas,2001,Coal,49528942.0
Arkansas,2001,Hydroelectric,5096504.0
Arkansas,2001,Natural Gas,5413800.0
Arkansas,2001,Nuclear,29561578.0
Arkansas,2001,Other,472.0
Arkansas,2001,Other Biomass,14604.0
Arkansas,2001,Petroleum,1758784.0
Arkansas,2001,Wood,3009388.0
Arkansas,2002,Coal,46196738.0
Arkansas,2002,Hydroelectric,6871658.0
Arkansas,2002,Natural Gas,9205915.0
Arkansas,2002,Nuclear,29117768.0
Arkansas,2002,Other,341262.0
Arkansas,2002,Other Biomass,9316.0
Arkansas,2002,Petroleum,319409.0
Arkansas,2002,Wood,3161216.0
Arkansas,2003,Coal,47008332.0
Arkansas,2003,Hydroelectric,5309237.0
Arkansas,2003,Natural Gas,14601721.0
Arkansas,2003,Nuclear,29378832.0
Arkansas,2003,Other,218322.0
Arkansas,2003,Other Biomass,189546.0
Arkansas,2003,Petroleum,577812.0
Arkansas,2003,Pumped Storage,20170.0
Arkansas,2003,Wood,3498236.0
Arkansas,2004,Coal,50707128.0
Arkansas,2004,Hydroelectric,7286874.0
Arkansas,2004,Natural Gas,10137532.0
Arkansas,2004,Nuclear,30899702.0
Arkansas,2004,Other,75898.0
Arkansas,2004,Other Biomass,65220.0
Arkansas,2004,Petroleum,1077884.0
Arkansas,2004,Pumped Storage,49490.0
Arkansas,2004,Wood,3555538.0
Arkansas,2005,Coal,46074286.0
Arkansas,2005,Hydroelectric,6165031.0
Arkansas,2005,Natural Gas,12011320.0
Arkansas,2005,Nuclear,27379142.0
Arkansas,2005,Other,30586.0
Arkansas,2005,Other Biomass,55385.0
Arkansas,2005,Petroleum,416203.0
Arkansas,2005,Pumped Storage,41404.0
Arkansas,2005,Wood,3415662.0
Arkansas,2006,Coal,48366100.0
Arkansas,2006,Hydroelectric,3101114.0
Arkansas,2006,Natural Gas,18564769.0
Arkansas,2006,Nuclear,30465154.0
Arkansas,2006,Other,43730.0
Arkansas,2006,Other Biomass,66851.0
Arkansas,2006,Petroleum,321486.0
Arkansas,2006,Pumped Storage,29438.0
Arkansas,2006,Wood,3378758.0
Arkansas,2007,Coal,51488359.0
Arkansas,2007,Hydroelectric,6473504.0
Arkansas,2007,Natural Gas,16728503.0
Arkansas,2007,Nuclear,30972204.0
Arkansas,2007,Other,34898.0
Arkansas,2007,Other Biomass,85882.0
Arkansas,2007,Petroleum,188306.0
Arkansas,2007,Pumped Storage,59208.0
Arkansas,2007,Wood,3161608.0
Arkansas,2008,Coal,52229310.0
Arkansas,2008,Hydroelectric,9320595.0
Arkansas,2008,Natural Gas,16922146.0
Arkansas,2008,Nuclear,28336182.0
Arkansas,2008,Other,44794.0
Arkansas,2008,Other Biomass,93540.0
Arkansas,2008,Petroleum,127250.0
Arkansas,2008,Pumped Storage,95114.0
Arkansas,2008,Wood,2932126.0
Arkansas,2009,Coal,50150503.0
Arkansas,2009,Hydroelectric,8385414.0
Arkansas,2009,Natural Gas,22442829.0
Arkansas,2009,Nuclear,30339932.0
Arkansas,2009,Other,48038.0
Arkansas,2009,Other Biomass,114098.0
Arkansas,2009,Petroleum,176940.0
Arkansas,2009,Pumped Storage,200730.0
Arkansas,2009,Wood,3057002.0
Arkansas,2010,Coal,56304891.0
Arkansas,2010,Hydroelectric,7317925.0
Arkansas,2010,Natural Gas,24938155.0
Arkansas,2010,Nuclear,30045356.0
Arkansas,2010,Other,56840.0
Arkansas,2010,Other Biomass,113919.0
Arkansas,2010,Petroleum,90364.0
Arkansas,2010,Pumped Storage,-1042.0
Arkansas,2010,Wood,3133966.0
Arkansas,2011,Coal,58836390.91
Arkansas,2011,Hydroelectric,5915690.01
Arkansas,2011,Natural Gas,25893363.72
Arkansas,2011,Nuclear,28388890.0
Arkansas,2011,Other,64835.4
Arkansas,2011,Other Biomass,162016.5
Arkansas,2011,Petroleum,111748.48
Arkansas,2011,Pumped Storage,68862.0
Arkansas,2011,Wood,3173274.88
Arkansas,2012,Coal,56861859.87
Arkansas,2012,Hydroelectric,4396944.02
Arkansas,2012,Natural Gas,34234825.89
Arkansas,2012,Nuclear,30986262.0
Arkansas,2012,Other,60784.94
Arkansas,2012,Other Biomass,140958.4
Arkansas,2012,Petroleum,65119.21
Arkansas,2012,Pumped Storage,84820.0
Arkansas,2012,Wood,3179781.74
Arkansas,2013,Coal,63778469.1
Arkansas,2013,Hydroelectric,5309480.89
Arkansas,2013,Natural Gas,24278754.2
Arkansas,2013,Nuclear,23890514.0
Arkansas,2013,Other,41129.9
Arkansas,2013,Other Biomass,210436.93
Arkansas,2013,Petroleum,83373.87
Arkansas,2013,Pumped Storage,61636.0
Arkansas,2013,Wood,2991189.48
Arkansas,2014,Coal,66441509.6
Arkansas,2014,Hydroelectric,5049178.78
Arkansas,2014,Natural Gas,19277490.77
